Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
35_V_37_S35_L001_R1_001	35_V_37_S35_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82979482.0	0.0	28.0	49.0	48.626957788482564	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
35_V_37_S35_L001_R2_001	35_V_37_S35_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82979482.0	0.0	150.0	44.0	63.84004662672375	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
35_V_37_S35_L002_I1_001	35_V_37_S35_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81962505.0	0.0	10.0	40.0	4.2702452786185585e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
35_V_37_S35_L002_I2_001	35_V_37_S35_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81962505.0	0.0	10.0	40.0	4.3922522865790883e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
35_V_37_S35_L002_R1_001	35_V_37_S35_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81962505.0	0.0	28.0	49.0	48.884542212402735	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
35_V_37_S35_L002_R2_001	35_V_37_S35_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81962505.0	0.0	150.0	44.0	63.76702899482877	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
35_V_37_S35_L003_I1_001	35_V_37_S35_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76722510.0	0.0	10.0	40.0	4.5618945469849726e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
35_V_37_S35_L003_I2_001	35_V_37_S35_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76722510.0	0.0	10.0	40.0	4.822574235384114e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
35_V_37_S35_L003_R1_001	35_V_37_S35_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76722510.0	0.0	28.0	49.0	50.08401784410097	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
35_V_37_S35_L003_R2_001	35_V_37_S35_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76722510.0	0.0	150.0	44.0	64.40503243938453	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
35_V_37_S35_L004_I1_001	35_V_37_S35_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75047003.0	0.0	10.0	40.0	4.79699369207322e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
35_V_37_S35_L004_I2_001	35_V_37_S35_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75047003.0	0.0	10.0	40.0	4.930243516853032e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
35_V_37_S35_L004_R1_001	35_V_37_S35_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75047003.0	0.0	28.0	49.0	51.185188597344435	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
36_V_38_S36_L001_I1_001	36_V_38_S36_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81184711.0	0.0	10.0	39.0	4.311156567398509e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
36_V_38_S36_L001_I2_001	36_V_38_S36_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81184711.0	0.0	10.0	50.0	4.4343324693241815e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
36_V_38_S36_L001_R1_001	36_V_38_S36_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81184711.0	0.0	28.0	49.0	62.0987565656852	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
36_V_38_S36_L002_I1_001	36_V_38_S36_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80238800.0	0.0	10.0	39.0	4.3619794912187124e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
36_V_38_S36_L002_I2_001	36_V_38_S36_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80238800.0	0.0	10.0	50.0	4.486607476682104e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
36_V_38_S36_L002_R1_001	36_V_38_S36_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80238800.0	0.0	28.0	49.0	62.17575117267109	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
36_V_38_S36_L002_R2_001	36_V_38_S36_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26407619.0	0.0	150.0	43.0	74.41952657865366	150.0	pass	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass
36_V_38_S36_L003_I1_001	36_V_38_S36_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75384516.0	0.0	10.0	39.0	4.6428632638564667e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
36_V_38_S36_L003_I2_001	36_V_38_S36_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75384516.0	0.0	10.0	50.0	4.9081697360768354e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
36_V_38_S36_L003_R1_001	36_V_38_S36_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47711693.0	0.0	28.0	49.0	72.506069583067	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
36_V_38_S36_L004_I1_001	36_V_38_S36_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67872899.0	0.0	10.0	39.0	5.156697373424406e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
36_V_38_S36_L004_I2_001	36_V_38_S36_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69245099.0	0.0	10.0	50.0	5.3433384505667325e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
36_V_38_S36_L004_R1_001	36_V_38_S36_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28370028.0	0.0	28.0	49.0	81.51311595703118	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
38_P_40_S38_L001_I1_001	38_P_40_S38_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88664039.0	0.0	10.0	39.0	3.947485406118257e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
38_P_40_S38_L001_I2_001	38_P_40_S38_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88664039.0	0.0	10.0	40.0	3.947485406118257e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
38_P_40_S38_L001_R1_001	38_P_40_S38_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88664039.0	0.0	28.0	49.0	71.64585657094601	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
38_P_40_S38_L001_R2_001	38_P_40_S38_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88664039.0	0.0	150.0	44.0	65.06080677270728	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
38_P_40_S38_L002_I1_001	38_P_40_S38_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87377839.0	0.0	10.0	39.0	4.00559231042553e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
38_P_40_S38_L002_I2_001	38_P_40_S38_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87377839.0	0.0	10.0	40.0	4.120037805009116e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
38_P_40_S38_L002_R1_001	38_P_40_S38_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87377839.0	0.0	28.0	49.0	71.6976029393548	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
38_P_40_S38_L002_R2_001	38_P_40_S38_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87377839.0	0.0	150.0	44.0	64.93452863023202	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
38_P_40_S38_L003_I1_001	38_P_40_S38_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81848390.0	0.0	10.0	39.0	4.2761989576093065e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
38_P_40_S38_L003_I2_001	38_P_40_S38_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81848390.0	0.0	10.0	40.0	4.52055318375841e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
38_P_40_S38_L003_R1_001	38_P_40_S38_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81848390.0	0.0	28.0	49.0	72.25592540797888	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
38_P_40_S38_L003_R2_001	38_P_40_S38_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81848390.0	0.0	150.0	44.0	64.74727724429437	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
38_P_40_S38_L004_I1_001	38_P_40_S38_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80128547.0	0.0	10.0	39.0	4.4927808312810164e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
38_P_40_S38_L004_I2_001	38_P_40_S38_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80128547.0	0.0	10.0	40.0	4.6175802988166e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
38_P_40_S38_L004_R1_001	38_P_40_S38_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80128547.0	0.0	28.0	49.0	73.6333681302368	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
38_P_40_S38_L004_R2_001	38_P_40_S38_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80128547.0	0.0	150.0	44.0	65.79745799583593	150.0	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	pass
39_V_39_S39_L001_I1_001	39_V_39_S39_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59118119.0	0.0	10.0	49.0	5.920350747289507e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
39_V_39_S39_L001_I2_001	39_V_39_S39_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59118119.0	0.0	10.0	30.0	5.920350747289507e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
39_V_39_S39_L001_R1_001	39_V_39_S39_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59118119.0	0.0	28.0	49.0	50.25889856198705	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
39_V_39_S39_L001_R2_001	39_V_39_S39_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59118119.0	0.0	150.0	45.0	62.28374371487253	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
39_V_39_S39_L002_I1_001	39_V_39_S39_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58349323.0	0.0	10.0	49.0	5.9983557992609446e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
39_V_39_S39_L002_I2_001	39_V_39_S39_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58349323.0	0.0	10.0	30.0	6.169737393525543e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
39_V_39_S39_L002_R1_001	39_V_39_S39_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58349323.0	0.0	28.0	49.0	50.25097122976223	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
39_V_39_S39_L002_R2_001	39_V_39_S39_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58349323.0	0.0	150.0	45.0	61.57492782048707	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
39_V_39_S39_L003_I1_001	39_V_39_S39_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54909379.0	0.0	10.0	49.0	6.374138742308486e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
39_V_39_S39_L003_I2_001	39_V_39_S39_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54909379.0	0.0	10.0	30.0	6.738375241868972e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
39_V_39_S39_L003_R1_001	39_V_39_S39_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54909379.0	0.0	28.0	49.0	51.3546158914602	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
39_V_39_S39_L003_R2_001	39_V_39_S39_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54909379.0	0.0	150.0	45.0	62.052635588548256	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
39_V_39_S39_L004_I1_001	39_V_39_S39_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53724785.0	0.0	10.0	49.0	6.700817881355877e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
39_V_39_S39_L004_I2_001	39_V_39_S39_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53724785.0	0.0	10.0	30.0	6.886951711393539e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
39_V_39_S39_L004_R1_001	39_V_39_S39_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53724785.0	0.0	28.0	49.0	52.29523719125706	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
39_V_39_S39_L004_R2_001	39_V_39_S39_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53724785.0	0.0	150.0	45.0	63.01080797760247	150.0	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	pass
40_V_40_S40_L001_I1_001	40_V_40_S40_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60282277.0	0.0	10.0	39.0	5.806018243139688e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
40_V_40_S40_L001_I2_001	40_V_40_S40_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60282277.0	0.0	10.0	49.0	5.806018243139688e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
40_V_40_S40_L001_R1_001	40_V_40_S40_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60282277.0	0.0	28.0	49.0	66.79303993568652	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
40_V_40_S40_L001_R2_001	40_V_40_S40_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60282277.0	0.0	150.0	43.0	71.49520315359683	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
40_V_40_S40_L002_I1_001	40_V_40_S40_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59546751.0	0.0	10.0	39.0	5.877734622330612e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
40_V_40_S40_L002_I2_001	40_V_40_S40_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59546751.0	0.0	10.0	49.0	6.045669897254344e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
40_V_40_S40_L002_R1_001	40_V_40_S40_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59546751.0	0.0	28.0	49.0	66.89382833234598	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
40_V_40_S40_L002_R2_001	40_V_40_S40_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59546751.0	0.0	150.0	43.0	71.27574577844335	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
40_V_40_S40_L003_I1_001	40_V_40_S40_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55863456.0	0.0	10.0	39.0	6.265276534269559e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
40_V_40_S40_L003_I2_001	40_V_40_S40_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55863456.0	0.0	10.0	49.0	6.62329233622782e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
40_V_40_S40_L003_R1_001	40_V_40_S40_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55863456.0	0.0	28.0	49.0	68.03416980628297	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
40_V_40_S40_L003_R2_001	40_V_40_S40_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55863456.0	0.0	150.0	43.0	71.62343050173484	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
40_V_40_S40_L004_I1_001	40_V_40_S40_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54656507.0	0.0	10.0	39.0	6.586589955336883e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
40_V_40_S40_L004_I2_001	40_V_40_S40_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54656507.0	0.0	10.0	49.0	6.769550787429574e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
40_V_40_S40_L004_R1_001	40_V_40_S40_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54656507.0	0.0	28.0	49.0	69.02296710018678	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
40_V_40_S40_L004_R2_001	40_V_40_S40_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54656507.0	0.0	150.0	43.0	72.46324417497027	150.0	pass	pass	warn	pass	fail	pass	pass	pass	pass	warn	pass
Undetermined_S0_L001_I1_001	Undetermined_S0_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	178158028.0	0.0	10.0	59.0	0.27805121655335885	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
Undetermined_S0_L001_I2_001	Undetermined_S0_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	178158028.0	0.0	10.0	47.0	0.25624536385044194	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
Undetermined_S0_L001_R1_001	Undetermined_S0_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	178158028.0	0.0	28.0	46.0	83.7766767051978	28.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
Undetermined_S0_L002_I1_001	Undetermined_S0_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	177563908.0	0.0	10.0	58.0	0.25623904447501	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
Undetermined_S0_L002_I2_001	Undetermined_S0_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	177563908.0	0.0	10.0	47.0	0.21734044629770077	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
Undetermined_S0_L002_R1_001	Undetermined_S0_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	177563908.0	0.0	28.0	46.0	83.48022246648983	28.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
Undetermined_S0_L003_I1_001	Undetermined_S0_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	162757249.0	0.0	10.0	58.0	0.2611706439344714	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
Undetermined_S0_L003_I2_001	Undetermined_S0_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	162757249.0	0.0	10.0	47.0	0.21561291878044683	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
Undetermined_S0_L003_R1_001	Undetermined_S0_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	162757249.0	0.0	28.0	46.0	82.84939914056486	28.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
Undetermined_S0_L004_I1_001	Undetermined_S0_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	158280869.0	0.0	10.0	58.0	0.2853825195623156	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
Undetermined_S0_L004_I2_001	Undetermined_S0_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	158280869.0	0.0	10.0	47.0	0.2338365931506495	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
Undetermined_S0_L004_R1_001	Undetermined_S0_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	158280869.0	0.0	28.0	46.0	83.36278744904922	28.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
